aptSeq,name,sigungu,dong,identityQuality,coordQuality,eligibility,confidence_coverage,transport,living,education,complex,total_WA,total_WB,total_WC,total_WD
26470-1536,"시청역더리체",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.3,79.0,62.7,59.8,62.7,62.0,61.6,62.5
26470-1542,"연산역이즈",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.0,80.9,66.5,64.1,68.1,67.9,67.2,68.2
26470-1573,"연산스카이힐",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.6,79.2,47.9,54.6,61.8,62.7,60.9,62.4
26470-200,"해운하이츠",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.5,53.4,60.9,23.5,47.6,47.2,44.2,48.4
26470-5,"경남",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.2,63.1,42.8,43.4,56.4,58.0,55.4,57.5
26470-46,"금호천지",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.0,50.7,65.0,24.2,52.2,52.4,48.9,53.4
26470-1508,"브라운스톤연제1단지",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.6,76.6,40.1,69.8,64.5,66.1,65.7,64.9
26470-1345,"일동미라주리버",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.3,52.6,35.6,65.0,51.9,52.8,54.0,51.7
26470-66,"로얄",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,35.6,79.5,62.8,22.9,50.2,48.8,45.4,50.7
26470-80,"서전기아타운",연제구,연산동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,57.8,55.9,62.3,33.4,52.3,52.1,49.8,53.0
26470-8,"다뉴브",연제구,거제동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,77.8,66.4,61.9,31.6,59.4,60.2,56.1,60.8
26470-1442,"시청역이즈팰리스1차",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.8,78.4,67.5,61.7,66.6,66.2,65.5,66.6
26470-115,"효성",연제구,연산동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,63.3,74.3,57.0,17.6,53.1,53.4,48.3,54.6
26470-69,"반도보라",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,81.1,83.6,50.8,56.0,67.9,69.4,66.8,69.0
26470-33,"현대타운",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.8,61.2,44.6,49.0,56.1,57.4,55.8,56.9
26470-38,"화인상아",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.2,57.4,29.6,27.7,44.5,46.1,42.9,45.8
26470-43,"경동",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,37.6,50.9,78.3,49.7,54.1,52.1,52.6,53.5
26470-1469,"성우로하스캐슬",연제구,연산동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,78.4,,,,
26470-1466,"연산지음",연제구,연산동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,78.4,,,,
26470-111,"한양타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,37.9,46.7,73.3,47.4,51.3,49.5,50.0,50.7
26470-108,"한양(3차)",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,35.4,62.2,50.1,38.1,46.5,45.7,44.7,46.5
26470-1039,"연산맨션(325-7)",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,49.3,65.1,68.8,15.2,49.6,48.6,44.4,50.6
26470-1456,"부산더샵시티애비뉴2차",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.3,74.7,46.9,71.8,66.9,68.3,68.0,67.3
26470-110,"한양(5차)",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.9,60.4,51.4,43.0,47.9,47.2,46.6,47.8
26470-120,"협성센트로",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.1,74.6,55.8,43.4,57.7,57.8,55.6,58.3
26470-1415,"마이네하임",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.2,63.3,74.0,63.4,60.0,58.2,59.5,59.1
26470-1448,"연산역휴그린",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.6,83.5,76.8,52.8,67.4,66.4,64.7,67.6
26470-1453,"연산아이브",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.8,77.9,56.8,52.2,61.2,61.2,59.6,61.5
26470-1471,"거제센텀",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.8,66.4,62.1,55.8,64.0,64.5,63.2,64.5
26470-1537,"배산프라임타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.1,49.3,52.5,55.6,61.6,63.5,62.1,62.6
26470-1564,"더라임시티뷰",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.1,81.1,72.6,63.6,69.1,68.4,67.8,69.1
26470-212,"전원에스빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.8,81.8,84.4,36.8,65.9,64.8,61.3,66.6
26470-223,"해오름아트빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.9,83.5,83.5,40.7,65.4,63.9,61.1,65.8
26470-292,"동우",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.6,54.1,72.2,23.2,51.0,50.1,47.0,51.8
26470-87,"연산재건",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.4,73.3,65.9,31.8,57.9,57.6,54.1,58.8
26470-12,"동래화신타운",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.2,48.7,55.2,40.3,47.8,47.4,46.7,48.0
26470-1037,"월드마크아시아드",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.5,65.0,80.3,67.3,74.3,74.5,73.8,74.7
26470-98,"진일",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,20.2,46.7,78.3,32.1,44.3,41.4,41.3,43.6
26470-3046,"시청역삼정그린코아포레스트",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.6,78.4,37.7,73.6,64.3,65.8,65.9,64.5
26470-78,"삼익",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.4,67.7,41.3,39.3,53.4,54.6,51.9,54.5
26470-49,"남일",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.3,70.7,33.2,30.1,48.3,49.6,46.1,49.6
26470-228,"전원금강빌",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,56.5,83.1,81.1,47.8,67.1,65.9,63.7,67.4
26470-101,"청마파크",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.9,54.4,81.3,30.7,48.8,46.2,45.1,48.5
26470-1036,"한일유앤아이",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.8,64.5,39.4,61.8,61.4,63.4,62.4,62.2
26470-35,"화랑",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.2,54.5,30.6,31.6,44.7,46.3,43.6,45.9
26470-91,"오양",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.4,49.2,67.7,28.8,51.3,50.8,48.3,52.0
26470-62,"동서타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.4,56.0,60.3,33.8,54.3,54.7,51.9,55.3
26470-173,"부림(408-14)",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,20.8,59.2,82.6,17.6,45.0,41.9,39.7,44.9
26470-997,"희망센트럴뷰",연제구,거제동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26470-113,"현대(481-3)",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,0.75,,65.7,54.4,37.0,52.4,52.2,49.3,53.2
26470-1402,"킴스힐타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.4,80.8,65.7,54.6,64.9,64.5,63.0,65.1
26470-1495,"루미랑스",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.3,59.0,46.1,56.7,58.5,59.8,58.9,59.1
26470-150,"수강드림빌라드",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.9,80.3,72.4,36.9,58.6,57.3,54.7,58.9
26470-183,"석탑빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.2,66.4,52.0,35.3,44.0,42.5,41.6,43.8
26470-205,"우일빌라",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.0,76.4,63.1,32.9,56.8,56.4,53.2,57.6
26470-231,"희망센트럴뷰",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.8,78.0,59.8,44.4,63.7,64.4,61.3,64.8
26470-234,"로얄센트로빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.3,81.3,80.8,36.4,62.0,60.4,57.5,62.3
26470-74,"산호",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.0,71.1,60.6,22.3,49.5,48.7,45.1,50.3
26260-2439,"사직하늘채리센티아",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.6,64.2,76.5,84.3,69.9,68.8,71.3,68.9
26260-1504,"삼환나우빌",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.5,57.6,74.9,67.8,60.0,58.2,60.1,58.9
26260-1820,"명륜아이파크1단지",동래구,명륜동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,50.2,62.8,71.3,79.4,65.9,64.9,67.1,64.9
26260-142,"한신",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,17.2,38.5,81.0,60.6,49.3,46.1,49.4,47.6
26260-1512,"동래센트럴파크하이츠2차",동래구,명륜동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.6,42.6,48.5,75.2,53.2,53.1,56.2,52.3
26260-72,"스파맨션",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,73.4,84.9,20.6,28.1,51.7,54.4,49.3,53.7
26260-2178,"e편한세상동래아시아드",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.8,75.5,70.3,76.3,72.2,72.1,72.6,72.0
26260-55,"동래대우",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.1,81.4,64.9,59.2,71.4,72.2,70.0,72.2
26470-53,"대진그린타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.1,49.8,60.6,41.6,50.8,50.3,49.4,51.0
26470-18,"대호",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.7,51.7,46.8,41.1,46.1,46.0,45.3,46.2
26470-73,"부전타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.0,60.3,52.7,44.6,45.4,44.0,44.2,44.8
26260-1483,"롯데캐슬애브뉴",동래구,안락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.3,60.3,64.2,55.8,63.7,64.2,63.0,64.2
26260-2004,"은우아일레",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.4,74.1,26.6,62.2,54.8,56.3,56.0,55.1
26470-59,"연산센트럴파크",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,12.0,35.0,69.3,41.4,39.4,36.6,38.3,38.2
26260-2209,"동래다솜시티",동래구,수안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.2,75.8,54.1,61.3,69.4,71.0,69.0,70.3
26260-283,"경우골드빌라",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.9,72.1,56.4,24.2,55.6,56.3,51.6,57.1
26470-50,"남정",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.5,54.6,70.0,27.1,53.8,53.4,50.2,54.7
26470-1257,"해운드림빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.4,81.4,79.8,48.5,65.5,64.2,62.3,65.7
26470-128,"신진테마빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.5,81.4,75.7,36.3,58.0,56.1,53.8,58.1
26470-1384,"나경위너스",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.7,83.9,64.0,50.4,69.5,70.3,67.1,70.6
26470-1437,"센텀포시즌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.7,62.4,68.2,51.7,54.7,53.2,53.4,54.2
26470-204,"대림그린빌라",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.8,75.8,59.4,33.2,55.8,55.6,52.4,56.6
26470-229,"홍림써니빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.2,80.3,69.8,36.4,60.9,60.3,57.1,61.7
26470-47,"남산",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.4,63.7,76.6,21.5,46.1,43.4,41.2,46.0
26470-60,"동서상가",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.9,81.3,44.0,21.6,56.9,58.8,52.8,59.1
26470-44,"공영",연제구,연산동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.7,,,,
26470-2,"거제아파트",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.2,73.8,38.8,22.6,50.6,52.0,47.2,52.3
26470-71,"부영맨션",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,33.0,64.1,81.9,17.6,49.2,46.7,43.6,49.4
26470-104,"한독",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.4,59.8,53.4,31.9,50.9,51.1,48.4,51.7
26470-185,"창성골든빌에이동",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,56.2,73.8,48.8,46.0,56.2,56.6,54.7,56.8
26470-154,"송파지오스4",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,23.7,67.8,68.9,49.6,52.5,50.2,50.6,51.7
26470-82,"성림(1829-11)",연제구,연산동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,66.2,50.7,68.5,18.4,51.0,50.8,46.8,52.2
26260-71,"서전",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.0,39.4,72.8,39.3,47.9,46.2,46.2,47.5
26470-130,"새둥지빌라(1405-26)",연제구,연산동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,51.4,83.7,78.9,49.6,65.9,64.5,62.7,66.0
26470-103,"태광(405-4)",연제구,연산동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,0.75,,60.4,53.2,16.0,43.2,42.5,37.8,44.4
26470-1049,"에이젠아파트",연제구,연산동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,43.8,82.7,79.4,59.0,66.2,64.4,64.0,65.8
26470-1034,"양지마을",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,57.0,,,,
26470-134,"병산한마음빌",연제구,거제동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26470-245,"신화시티빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26470-27,"진흥목화",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.6,52.7,85.4,28.3,55.8,54.3,51.7,56.3
26470-1297,"디아이하우스",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,69.4,,,,
26470-148,"석주아트빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26470-1008,"홍익푸르미",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26470-119,"홍림빌리지",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-117,"라인빌라트",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-224,"창광빌리지(1293-18)",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,61.7,83.4,82.0,46.0,68.3,67.3,64.6,68.8
26470-21,"산호(1462-3)",연제구,거제동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,43.9,48.7,58.2,16.0,41.7,41.0,38.0,42.5
26470-61,"동서연천타워",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,19.7,45.3,63.9,38.7,41.9,39.7,40.3,41.1
26470-286,"성연파크",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26500-1929,"광안예서더불어",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.9,73.6,50.8,61.0,66.3,67.8,66.2,67.1
26500-1945,"세종엠스테이3차",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.6,75.8,65.2,57.1,71.4,72.5,70.1,72.4
26500-2131,"월드파크5",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.0,66.2,32.0,64.6,54.2,55.3,55.8,54.2
26500-2245,"남천우성스마트시티뷰",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.8,75.2,26.7,66.1,56.5,58.0,58.0,56.7
26500-2479,"테넌바움294",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,29.4,48.0,57.8,79.6,53.7,52.3,56.4,52.1
26500-6,"금보빌라타운",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.7,54.3,39.5,33.9,41.6,41.5,40.3,41.9
26500-116,"이편한세상1차",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.1,45.5,47.4,61.4,51.3,51.5,52.8,51.0
26500-1892,"힐탑더블시티",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.3,77.9,61.4,71.4,70.7,71.3,70.9,70.9
26500-2455,"더샵남천프레스티지",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.4,76.5,65.4,86.4,74.9,75.2,76.5,74.6
26500-2061,"센텀비스타동원",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.9,58.7,56.6,81.2,67.3,68.2,69.7,67.1
26500-39,"화목타운",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.4,64.7,45.5,35.8,58.1,60.2,56.2,59.8
26470-3049,"레이카운티(3단지)",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.9,60.3,66.6,89.8,73.9,74.5,76.5,73.5
26470-240,"엔학미지앙",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-70,"부림(327-1)",연제구,연산동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,32.1,48.1,67.3,14.4,40.5,38.7,36.2,40.8
26470-219,"에이스빌(1293-2)",연제구,연산동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,52.3,83.8,83.8,47.8,66.9,65.4,63.3,67.1
26470-235,"청아시티빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26470-246,"연산훼미리타운",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,35.2,,,,
26470-287,"인환파크맨션",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26470-247,"새연산(1825-2)",연제구,연산동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,63.1,52.0,71.3,16.8,50.8,50.4,46.3,52.0
26470-3051,"레이카운티(5단지)",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.4,60.3,66.6,90.2,74.1,74.8,76.8,73.7
26470-178,"뉴리버빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-213,"에스비타운",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26470-45,"국제",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.3,59.0,57.7,29.4,52.6,52.9,49.7,53.7
26470-1312,"해피모아빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,71.6,,,,
26470-214,"조광네오빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-291,"아림시티빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26470-118,"강산마을",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-48,"남산두맨션",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,16.0,,,,
26470-161,"황제빌리지",연제구,거제동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-6,"경동",연제구,거제동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,17.6,,,,
26470-76,"삼보맨션",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.0,67.2,66.9,37.4,52.9,51.5,49.9,53.0
26470-64,"동원",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.1,64.6,73.1,22.5,50.8,49.3,46.2,51.4
26500-29,"삼익비치",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.1,49.8,60.7,52.1,49.7,48.4,49.3,49.1
26500-2361,"경동리인",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.7,62.7,35.4,68.3,54.5,55.3,56.4,54.3
26500-74,"센텀비치푸르지오",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.2,38.3,57.1,70.7,48.1,46.5,50.4,46.6
26500-1851,"신우피렌체",수영구,광안동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,73.8,,,,
26500-213,"중경",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.3,46.1,39.8,22.0,47.0,49.1,44.9,48.8
26500-2470,"이린타워빌10",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.5,76.0,67.4,58.7,65.9,65.6,64.6,66.1
26500-49,"오양장미",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,42.8,39.4,54.4,27.2,40.9,40.4,39.0,41.3
26500-23,"뉴비치",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.2,75.7,31.5,50.8,54.1,55.4,53.8,54.7
26500-2281,"광안자이",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.7,62.6,48.7,83.4,59.1,58.8,61.9,58.0
26500-1839,"쌍용예가디오션",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.1,72.3,69.9,77.6,70.7,70.4,71.4,70.3
26500-1397,"더샵파크리치",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.9,60.9,33.5,74.4,60.4,62.4,63.1,60.6
26500-66,"현대",수영구,수영동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.9,37.5,34.2,54.7,50.6,52.6,52.4,51.2
26500-1983,"e편한세상광안비치",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.6,51.4,37.6,73.4,47.5,47.0,50.4,46.3
26500-117,"수영협성르네상스타운",수영구,수영동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.3,56.6,16.7,67.9,49.9,52.0,53.0,50.0
26500-2212,"성우이린타워",수영구,광안동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,83.2,,,,
26500-1904,"W-PARKⅡ",수영구,광안동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,73.8,,,,
26500-2228,"e편한세상오션테라스4단지",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.7,41.1,28.4,77.8,43.5,43.4,47.8,42.1
26500-2225,"수영SKVIEW1단지",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,42.7,39.7,79.8,83.4,61.4,59.6,63.8,59.8
