aptSeq,name,sggCd,umdName,prodTotal,shadowTotal,prodTransport,shadowTransport
26500-1600,"LK뉴탑5차",26500,광안동,53,,60.34,
26500-229,"광남",26500,남천동,37,,39.27,
26500-165,"예담빌라",26500,광안동,40,41,36.03,37.23
26500-95,"미진타워빌",26500,민락동,56,,52.34,
26500-1919,"해마루아파트",26500,수영동,67,67,70.14,67.45
26500-164,"남강맨션",26500,광안동,36,37,32.71,33.06
26500-1679,"POPS아트빌38",26500,광안동,81,80,91.77,91.61
26500-105,"협진태양맨션A동",26500,망미동,45,45,50.38,50.38
26500-169,"로즈빌라(170-13)",26500,광안동,33,37,20.52,20.88
26500-134,"진흥목화",26500,민락동,47,,55.98,
26500-1723,"지성캐슬",26500,광안동,70,,82.79,
26500-196,"문화빌라",26500,광안동,44,,52.19,
26410-2499,"윤성리버티",26410,장전동,61,60,62.24,61.15
26500-215,"부전",26500,광안동,55,,56.47,
26500-232,"태흥스위트빌라",26500,남천동,42,,59.70,
26500-1394,"정원부르네오",26500,광안동,51,,51.70,
26500-131,"대원리치빌",26500,민락동,62,,61.55,
26500-69,"광안하이아파트",26500,광안동,41,,54.34,
26500-119,"대명쉐르빌",26500,수영동,51,,49.83,
26500-130,"행복타운",26500,민락동,58,,58.99,
26500-1980,"이린타워빌7",26500,광안동,48,,33.39,
26500-210,"광안동일빌라",26500,광안동,30,,34.07,
26500-154,"성남",26500,광안동,57,,56.96,
26500-168,"해변빌라",26500,광안동,32,,20.07,
26500-36,"진흥목화",26500,남천동,42,,40.07,
26500-43,"동방로얄",26500,망미동,48,48,52.73,52.73
26410-2390,"구서SKVIEW1단지",26410,구서동,50,50,26.76,26.95
26410-2537,"삼한골든뷰에듀스테이션",26410,부곡동,70,70,78.05,79.97
26410-2438,"퀸즈더블유장전역",26410,부곡동,49,49,43.26,43.65
26410-179,"구서우성",26410,구서동,43,44,33.15,33.26
26410-1930,"부곡롯데캐슬디아망",26410,부곡동,42,42,30.11,29.12
26410-2071,"벽산블루밍장전디자인시티2단지",26410,장전동,55,55,43.00,44.01
26410-2486,"장전삼정그린코아더베스트",26410,장전동,61,61,72.28,70.69
26410-12,"경남한신",26410,부곡동,56,56,62.77,64.50
26410-319,"삼백크라시앙",26410,부곡동,55,,68.14,
26410-1938,"장전동금정산SKVIEW",26410,장전동,56,54,38.89,38.78
26410-2232,"금정산2차쌍용예가",26410,장전동,50,48,43.86,42.79
26410-71,"장전현대",26410,장전동,26,25,18.02,18.54
26410-2453,"래미안장전",26410,장전동,60,60,50.55,50.15
26500-137,"극동아파트",26500,민락동,55,66,63.77,63.16
26500-91,"대로베스타빌",26500,광안동,56,61,45.26,45.94
26500-192,"광안센템빌",26500,광안동,41,42,37.19,37.16
26410-1920,"부곡동푸르지오",26410,부곡동,66,66,71.68,72.98
26410-315,"남신베르디",26410,부곡동,52,,44.74,
26410-195,"협성그린",26410,구서동,35,35,28.09,28.62
26410-5,"서동현대",26410,서동,54,54,59.48,56.89
26410-2493,"허브팰리스장전",26410,장전동,59,59,66.38,65.29
26410-17,"뉴그린1",26410,부곡동,38,38,18.58,19.61
26410-343,"구서시티타워",26410,구서동,64,64,75.81,76.45
26410-37,"에스케이아파트",26410,부곡동,59,59,57.48,56.81
26410-2429,"장전서희스타힐스",26410,부곡동,57,58,57.96,59.42
26410-110,"남산하이츠타운",26410,남산동,58,58,43.29,41.02
26410-29,"부곡늘푸른아파트",26410,부곡동,37,37,24.35,25.93
26410-80,"경동",26410,청룡동,21,19,18.42,16.40
26410-172,"선경3",26410,구서동,37,37,38.99,38.77
26410-94,"화신골든맨션",26410,청룡동,63,61,73.39,70.81
26410-2448,"온천장역동원로얄듀크",26410,부곡동,56,56,46.07,46.17
26410-26,"반도맨션",26410,부곡동,42,41,36.63,36.08
26410-2069,"벽산블루밍장전디자인시티3단지",26410,장전동,35,,24.09,
26410-142,"현대그레이스",26410,남산동,45,44,32.70,31.72
26410-54,"금정맨션",26410,장전동,51,50,46.69,46.55
26410-190,"태평양",26410,구서동,29,29,25.91,26.01
26410-2073,"금정산쌍용예가",26410,장전동,46,44,37.42,36.57
26410-214,"수민위즈빌",26410,남산동,59,,76.17,
26410-174,"구서신동아",26410,구서동,50,51,49.91,51.06
26410-18,"대우",26410,부곡동,63,63,69.27,69.93
26410-137,"남산천일로얄맨션",26410,남산동,57,57,71.61,69.96
26410-2521,"구서역두산위브포세이돈",26410,구서동,60,60,68.24,68.35
26410-2440,"꿈꾸는가",26410,구서동,54,55,59.65,61.06
26410-48,"협진태양",26410,부곡동,49,49,52.53,51.49
26410-151,"경보",26410,구서동,33,33,34.36,35.06
26410-24,"무지개타운",26410,부곡동,43,43,35.19,35.68
26410-2500,"구서백리명가에덴",26410,구서동,67,67,59.26,60.49
26410-2577,"헤리티지우석",26410,구서동,59,59,37.45,38.32
26410-1903,"구서동롯데캐슬골드1단지(1051)",26410,구서동,51,51,52.20,52.63
26410-1915,"부곡동대동다:숲",26410,부곡동,53,53,44.57,45.43
26410-1902,"구서동롯데캐슬골드2단지(1049)",26410,구서동,55,55,48.65,49.24
26410-307,"산수유",26410,장전동,52,51,63.07,62.18
26410-1916,"금정산경동메르빌아파트",26410,청룡동,36,35,21.29,19.77
26410-153,"금강부광",26410,구서동,36,36,18.44,18.60
26410-41,"우신뉴타운",26410,부곡동,54,54,50.25,50.05
26410-118,"미화",26410,남산동,37,36,52.79,52.65
26410-1933,"금정힐스테이트",26410,장전동,46,45,25.94,26.64
26410-1937,"구서동쌍용예가2단지",26410,구서동,63,63,34.55,35.55
26410-119,"삼성",26410,남산동,43,41,39.13,37.09
26410-70,"장전경보",26410,장전동,47,47,47.24,47.37
26410-2137,"부산대역삼정그린코아스카이동",26410,부곡동,59,59,65.41,67.03
26410-2375,"금광예다움",26410,구서동,53,53,46.47,48.24
26410-2394,"드림아트온",26410,장전동,56,56,70.50,69.30
26410-2128,"구서 협성 엠파이어",26410,구서동,49,49,56.10,57.56
26410-1912,"우남이채롬",26410,남산동,49,49,48.93,49.93
26410-204,"그린빌",26410,구서동,53,53,46.07,47.64
26410-1892,"삼흥펠리스빌",26410,구서동,61,61,73.59,74.43
26410-58,"금정산한신",26410,장전동,39,38,28.64,28.36
26410-2435,"남산누리마을",26410,남산동,61,61,60.62,61.92
26410-2288,"삼한사랑채",26410,금사동,28,28,22.65,22.82
26410-21,"동양부곡",26410,부곡동,51,52,48.04,48.76
26410-2463,"파크아트온",26410,장전동,63,62,61.41,61.28
26410-2469,"위클라우드16차",26410,부곡동,52,53,42.40,43.72
26410-2475,"트레비앙",26410,서동,63,64,56.77,58.43
26410-108,"럭키남산",26410,남산동,48,46,41.29,38.07
26410-2476,"태성캐슬",26410,구서동,54,54,45.94,46.59
26410-2508,"정우골든시티",26410,장전동,67,,67.98,
26410-2554,"금정더유엘프리미어",26410,청룡동,52,48,50.51,45.42
26410-35,"신동아",26410,부곡동,60,61,57.45,58.05
26410-2490,"온천장해피투모로우",26410,장전동,62,63,53.62,53.75
26410-64,"엘지금정",26410,장전동,42,42,30.72,31.22
26410-2065,"벽산블루밍장전디자인시티1단지",26410,장전동,36,35,21.15,19.77
26410-1897,"동원로얄듀크",26410,부곡동,58,58,70.62,72.18
26410-306,"행운아트빌",26410,장전동,45,44,48.47,48.84
26260-2006,"동서허브H",26260,낙민동,48,48,53.39,54.53
26410-272,"삼성파크",26410,구서동,38,39,45.28,45.48
26410-336,"서동삼한-1",26410,서동,41,43,36.83,41.80
26410-4,"서동아신",26410,서동,24,24,7.00,7.63
26410-2563,"구서다움파크",26410,구서동,51,51,37.58,38.23
26410-2378,"온천아이브",26410,장전동,57,57,58.10,58.90
26410-194,"한진아파트",26410,구서동,34,34,38.18,39.50
26410-2312,"해뜰채",26410,청룡동,55,51,56.56,52.40
26410-1904,"우남이채롬",26410,장전동,61,60,76.51,76.66
26410-1898,"대우우남이채롬",26410,부곡동,50,50,61.72,62.61
26410-2456,"대보드림채",26410,구서동,61,61,53.15,54.03
26410-2464,"서동다성이룸",26410,서동,54,57,44.92,50.17
26410-391,"성지아파트",26410,서동,48,50,43.28,46.68
26410-46,"현대",26410,부곡동,24,24,17.98,19.73
26410-2509,"스카이엘",26410,구서동,60,60,51.90,53.77
26410-256,"학산코스모빌라",26410,남산동,41,41,37.68,36.08
26410-1936,"구서동쌍용예가1단지",26410,구서동,51,51,10.01,10.05
26410-9,"삼한",26410,금사동,51,50,58.40,58.56
26410-215,"마드레빌",26410,부곡동,39,39,25.81,27.35
26410-33,"송림",26410,부곡동,25,,28.02,
26410-383,"유림노르웨이아침",26410,구서동,61,60,59.74,60.40
26410-100,"경동아파트",26410,남산동,61,61,67.88,70.07
26410-13,"경보온천타워",26410,부곡동,57,57,69.40,70.27
26410-45,"향양",26410,부곡동,39,39,27.48,28.86
26410-82,"남화기수타워",26410,청룡동,52,49,56.74,52.55
26410-74,"현대2",26410,장전동,44,43,43.86,43.85
26410-97,"거성경원",26410,남산동,38,38,29.88,28.75
26410-2601,"휴림아르페",26410,남산동,68,,73.11,
26410-44,"한보타운",26410,부곡동,29,29,25.01,25.68
26410-36,"쌍용",26410,부곡동,60,59,62.57,61.70
26410-86,"삼부",26410,청룡동,74,72,90.25,89.54
26410-116,"동산빌라",26410,남산동,35,34,27.91,26.41
26410-2396,"다온미즈",26410,서동,53,55,62.93,65.08
26410-2420,"부곡동프리미엄안단테아파트",26410,부곡동,54,54,42.95,43.63
26410-2401,"엘스퀘어",26410,부곡동,55,55,69.20,70.57
26410-233,"행복이가득한집",26410,남산동,55,55,68.03,69.06
26410-42,"장미(773-1)",26410,부곡동,36,37,31.77,33.32
26410-2434,"태림아르페",26410,청룡동,51,47,46.31,40.78
26410-158,"동일",26410,구서동,46,46,43.08,44.09
26410-2457,"태진팰리스",26410,구서동,61,61,69.18,69.89
26410-2473,"산들파르테2차",26410,구서동,58,58,60.85,61.45
26410-38,"엘지",26410,부곡동,57,58,54.68,55.76
26410-2484,"보성오페라",26410,구서동,56,57,66.84,67.91
26410-22,"동원",26410,부곡동,48,48,56.84,56.87
26410-260,"아름베스트빌6차",26410,구서동,57,56,71.08,71.61
26410-266,"궁전빌리지",26410,구서동,39,39,58.73,59.43
26410-28,"부곡맨션",26410,부곡동,47,47,56.95,58.24
26410-115,"동광세화맨션",26410,남산동,50,49,65.65,66.76
26410-281,"구서동삼백크라시앙",26410,구서동,59,58,65.44,66.44
26410-296,"반야빌라",26410,장전동,55,53,71.11,70.85
26410-39,"영광맨션",26410,부곡동,54,54,72.35,72.74
26410-96,"드림파크빌리지",26410,청룡동,36,32,34.94,29.98
26410-193,"한일",26410,구서동,52,52,68.37,69.38
26410-14,"국제그린",26410,부곡동,43,44,42.40,43.62
26410-318,"장미(215-1)",26410,부곡동,39,40,47.77,49.64
26410-141,"한아름",26410,남산동,24,23,25.75,24.64
26410-175,"신일",26410,구서동,39,39,36.46,36.21
26410-2406,"지성캐슬",26410,청룡동,73,71,71.96,69.24
26410-2395,"우일아내트",26410,서동,46,50,33.09,38.51
26410-2142,"청룡예뜨랑1",26410,청룡동,75,73,82.09,80.04
26410-2254,"골든팰리스",26410,장전동,56,55,65.46,64.71
26410-154,"금화",26410,구서동,43,44,50.65,52.31
26410-2446,"나경위너스",26410,남산동,67,68,71.82,72.48
26410-249,"대명5차",26410,남산동,35,33,28.71,25.16
26410-257,"남산그린파크",26410,남산동,45,45,43.67,42.48
26410-34,"부곡늘푸른아파트",26410,부곡동,32,32,20.10,20.91
26410-181,"일신",26410,구서동,32,32,35.13,35.40
26410-2389,"구서SKVIEW2단지",26410,구서동,44,44,21.17,21.73
26410-263,"청아리치타운",26410,구서동,49,49,49.99,51.60
26410-308,"용진노블레스",26410,장전동,54,53,61.38,60.34
26410-311,"유나베네스타운",26410,부곡동,49,49,56.90,57.62
26410-320,"위스빌",26410,부곡동,29,30,13.58,14.85
26410-328,"전원파크뷰",26410,부곡동,59,59,67.80,68.12
26410-3,"삼한여명",26410,서동,48,50,60.08,61.22
26410-341,"동성베스트",26410,회동동,20,19,19.39,19.48
26410-81,"구남",26410,청룡동,33,29,24.47,19.32
26410-2053,"한진스카이뷰",26410,구서동,60,,79.59,
26410-270,"서원",26410,구서동,50,,61.99,
26410-7,"한성기린",26410,서동,41,44,32.80,38.16
26410-180,"구서빌라1동",26410,구서동,47,,52.32,
26410-666,"청암",26410,남산동,43,42,31.80,30.80
26410-107,"남산그린",26410,남산동,46,43,40.18,36.62
26410-2370,"산들파르테",26410,구서동,47,47,43.44,45.02
26410-1931,"한진스카이",26410,구서동,58,58,64.16,65.08
26410-2300,"삼한사랑채",26410,부곡동,44,45,30.68,32.51
26410-1895,"화신",26410,장전동,58,56,74.85,74.45
26410-209,"조광",26410,구서동,52,52,41.90,42.08
26410-227,"석산3차",26410,남산동,52,53,62.38,64.27
26410-2393,"장전동SJ타워",26410,장전동,56,56,57.98,58.99
26410-140,"태인빌라",26410,남산동,49,47,51.77,49.53
26410-235,"남석빌라",26410,남산동,54,,70.26,
26410-47,"협성",26410,부곡동,58,,79.50,
26410-275,"용진베스트빌라",26410,구서동,49,,40.24,
26410-87,"소암파크",26410,청룡동,35,,39.49,
26410-385,"덕한빌라",26410,장전동,41,,35.26,
26410-2489,"부곡아름채아파트",26410,부곡동,57,,50.34,
26410-269,"동보2차",26410,구서동,35,,51.23,
26410-23,"동현맨션",26410,부곡동,49,,50.85,
26410-388,"재우카라디움",26410,장전동,52,,59.39,
26410-184,"일화아트빌라",26410,구서동,37,,35.35,
26410-1985,"벽송수피아",26410,남산동,71,,93.34,
26410-211,"로얄캐슬",26410,구서동,52,,68.20,
26410-75,"효산",26410,장전동,49,,64.42,
26410-2465,"LKS노빌리티",26410,서동,62,,56.90,
26410-61,"새온천",26410,장전동,48,,65.53,
26410-314,"까치빌라트",26410,부곡동,49,,40.79,
26410-109,"일양하이츠빌라",26410,남산동,38,,32.43,
26410-2238,"SG이너스Ⅱ",26410,부곡동,63,,76.88,
26410-2437,"서동동국에버리치",26410,서동,63,,68.44,
26410-148,"맥스빌",26410,남산동,57,,41.44,
26410-2517,"우석쉐르빌",26410,구서동,57,,66.55,
26410-279,"경희빌리지",26410,구서동,59,,55.60,
26410-85,"범양빌라",26410,청룡동,52,50,57.87,54.65
26410-264,"광이드림타워",26410,구서동,55,,62.53,
26410-102,"경원A동",26410,남산동,53,,39.58,
26410-2336,"엘리시움",26410,남산동,70,,60.71,
26410-2496,"해마루3",26410,부곡동,59,,47.68,
26410-339,"LG스카이빌",26410,금사동,32,,30.59,
26410-286,"명진",26410,구서동,27,28,41.78,42.97
26410-218,"동남아트빌",26410,서동,56,,64.01,
26410-2413,"온천지음",26410,부곡동,65,,64.88,
26410-19,"동백",26410,부곡동,39,,54.24,
26410-68,"용진힐타운",26410,장전동,59,,63.44,
26410-389,"최신빌라",26410,장전동,54,,57.61,
26410-208,"우남센스빌",26410,구서동,54,,40.43,
26410-291,"동아썬빌라",26410,장전동,15,,15.93,
26410-241,"아름베스트7차",26410,남산동,62,,85.21,
26410-104,"국제빌라",26410,남산동,51,56,40.98,38.45
26410-207,"구서동하나로3",26410,구서동,53,56,38.41,39.06
26410-271,"전원금강빌",26410,구서동,47,46,57.47,58.25
26410-197,"아름베스트빌5",26410,구서동,44,44,59.02,59.94
26410-2422,"휴림아르페(남산동21-7)",26410,남산동,70,66,73.57,74.51
26410-92,"청산빌라",26410,청룡동,51,53,56.39,52.18
26410-106,"남도그린파크",26410,남산동,27,,20.24,
26410-234,"건흥",26410,남산동,56,,74.50,
26410-397,"샘하이츠",26410,남산동,49,,35.05,
26410-60,"삼성하이츠",26410,장전동,21,,13.72,
26410-162,"산호",26410,구서동,42,42,41.29,41.02
26410-259,"석산6차",26410,남산동,39,,42.88,
26410-63,"소망빌라",26410,장전동,59,,75.65,
26410-223,"금정산롯데인벤스84",26410,청룡동,28,,16.84,
26410-128,"신풍아트빌라",26410,남산동,38,,31.63,
26410-144,"동보6차",26410,남산동,46,,22.62,
26410-2240,"천아하늘정원",26410,부곡동,58,,46.21,
26410-250,"아신빌라",26410,남산동,22,,23.59,
26410-248,"대명빌라1차",26410,남산동,33,,30.59,
26410-2407,"부광아트빌",26410,서동,55,,54.18,
26410-164,"삼산",26410,구서동,47,47,54.36,55.55
26410-2225,"위클라우드4차",26410,부곡동,57,,48.22,
26410-49,"신한탑스빌",26410,부곡동,33,,43.65,
26410-84,"도완시티빌",26410,청룡동,29,,21.43,
26410-103,"국제그린파크",26410,남산동,50,49,52.87,53.34
26260-1487,"벽산아스타",26260,온천동,47,47,33.69,34.53
26260-2216,"동래3차SKVIEW",26260,온천동,54,54,37.70,37.71
26260-130,"삼정그린코아",26260,사직동,39,39,23.66,24.18
26260-3644,"래미안포레스티지1단지",26260,온천동,45,45,16.95,17.19
26260-174,"삼보(290-2)",26260,명장동,51,50,69.47,67.97
26260-38,"한양",26260,낙민동,45,45,63.53,63.72
26260-30,"동래벽산",26260,낙민동,45,46,35.86,37.34
26260-150,"안락현대",26260,안락동,47,46,31.71,30.46
26260-1467,"반도보라스카이뷰",26260,온천동,68,68,73.66,74.12
26260-68,"삼익",26260,온천동,50,50,47.14,47.33
26260-1528,"사직2차쌍용예가",26260,사직동,46,46,29.69,30.34
26410-247,"대명하이츠3차",26410,남산동,32,33,37.84,34.77
26410-171,"선경2",26410,구서동,56,57,55.22,56.61
26410-2119,"구서다움",26410,구서동,45,45,13.61,14.17
26380-1993,"스마트더블유",26380,장림동,71,70,67.81,66.32
26260-58,"동영",26260,온천동,58,58,73.26,73.34
26260-69,"삼협",26260,온천동,32,32,33.43,33.56
26260-1476,"사직쌍용예가",26260,사직동,48,49,25.04,25.56
26260-2110,"동래효성해링턴플레이스",26260,온천동,67,68,62.53,63.05
26260-2437,"낙민역삼정그린코아더시티",26260,낙민동,45,45,54.12,55.12
26260-1981,"케이에이치마이우스",26260,온천동,47,,45.34,
26260-2104,"명륜자이",26260,명륜동,61,60,55.46,54.65
26260-163,"명장경동",26260,명장동,59,59,79.46,78.98
26260-2244,"힐스테이트명륜트라디움",26260,명륜동,54,54,46.87,46.55
26260-2144,"e편한세상동래명장1단지",26260,명장동,53,53,28.02,26.03
26260-75,"신화타워",26260,온천동,51,52,77.46,78.45
26260-2061,"동래동일스위트",26260,명장동,36,36,5.00,5.00
26260-1469,"강변뜨란채",26260,안락동,65,64,82.64,82.58
26260-1485,"한일유앤아이",26260,낙민동,56,57,55.57,56.80
26260-1450,"안락뜨란채2단지",26260,안락동,47,46,41.69,38.85
26260-149,"안락SKVIEW",26260,안락동,56,55,36.68,34.07
26260-2024,"사직롯데캐슬더클래식",26260,사직동,68,68,61.26,61.12
26260-2160,"온천천경동리인타워2차",26260,수안동,44,44,50.71,50.27
26260-3645,"래미안포레스티지2단지",26260,온천동,43,43,14.21,14.42
26260-1928,"안락경동리인",26260,안락동,52,51,38.47,38.45
26260-81,"한사랑",26260,온천동,49,49,49.51,50.07
26260-1,"금양해바라기1",26260,수안동,54,54,40.98,40.45
26260-24,"한진",26260,수안동,62,62,48.52,48.28
26260-2438,"안락스위첸",26260,안락동,60,59,57.56,55.45
26260-2427,"이안동래센트럴시티",26260,온천동,49,49,43.15,44.01
26260-31,"동래우성",26260,낙민동,44,45,29.98,32.48
26260-1473,"사직2차삼정그린코아",26260,사직동,40,40,10.31,10.45
26260-1957,"명륜2차아이파크2단지",26260,명륜동,38,38,13.69,13.74
26260-2022,"사직KCC스위첸1단지",26260,사직동,45,46,42.90,43.69
26260-29,"동원로얄듀크",26260,낙민동,46,47,27.02,27.35
26260-159,"화목",26260,안락동,34,33,46.30,44.71
26260-148,"석천",26260,안락동,64,64,77.34,76.81
26260-2145,"e편한세상동래명장2단지",26260,명장동,59,59,65.20,65.87
26260-2000,"사직역삼정그린코아더베스트1차",26260,사직동,65,65,71.35,71.50
26260-1479,"쌍용예가",26260,명륜동,56,56,64.13,63.65
26260-2141,"쌍용더플래티넘사직아시아드아파트",26260,사직동,58,58,54.53,54.25
26260-2066,"동래삼정그린코아포레스트",26260,온천동,55,55,41.86,41.93
26260-123,"로얄1",26260,사직동,45,45,48.15,49.01
26260-32,"제일아파트",26260,낙민동,59,60,77.32,77.96
26260-212,"부광캐슬",26260,온천동,53,53,53.12,53.41
26260-64,"부원",26260,온천동,55,55,61.02,61.49
26260-2023,"사직KCC스위첸2단지",26260,사직동,42,42,26.53,27.04
