aptSeq,name,sigungu,ageBand,hhBand,parkingStatus,total_WA,complex
26260-163,"명장경동",동래구,31+,300-499,MISSING,56.5,48.2
26260-2244,"힐스테이트명륜트라디움",동래구,0-10,500-999,KNOWN,67.0,86.0
26260-2144,"e편한세상동래명장1단지",동래구,0-10,1000+,KNOWN,61.6,83.3
26260-75,"신화타워",동래구,21-30,unknown,MISSING,60.3,42.4
26260-2061,"동래동일스위트",동래구,0-10,500-999,KNOWN,60.8,78.8
26260-1469,"강변뜨란채",동래구,11-20,500-999,KNOWN,74.1,66.7
26260-1485,"한일유앤아이",동래구,11-20,500-999,KNOWN,67.4,73.2
26260-1450,"안락뜨란채2단지",동래구,21-30,1000+,KNOWN,62.7,68.1
26260-149,"안락SKVIEW",동래구,21-30,1000+,KNOWN,58.6,68.5
26260-2024,"사직롯데캐슬더클래식",동래구,0-10,1000+,KNOWN,75.7,82.2
26260-2160,"온천천경동리인타워2차",동래구,0-10,100-299,KNOWN,59.8,68.7
26260-3645,"래미안포레스티지2단지",동래구,0-10,1000+,KNOWN,58.8,88.9
26260-1928,"안락경동리인",동래구,11-20,500-999,KNOWN,64.5,77.2
26260-81,"한사랑",동래구,31+,100-299,MISSING,64.8,38.5
26260-1,"금양해바라기1",동래구,31+,100-299,MISSING,62.7,35.6
26260-24,"한진",동래구,21-30,300-499,MISSING,68.7,56.3
26260-2438,"안락스위첸",동래구,0-10,100-299,KNOWN,66.2,77.1
26260-2427,"이안동래센트럴시티",동래구,0-10,100-299,KNOWN,59.0,77.4
26260-31,"동래우성",동래구,21-30,500-999,KNOWN,63.3,55.4
26260-1473,"사직2차삼정그린코아",동래구,11-20,500-999,KNOWN,50.9,70.1
26260-1957,"명륜2차아이파크2단지",동래구,11-20,300-499,KNOWN,59.6,71.9
26260-2022,"사직KCC스위첸1단지",동래구,0-10,300-499,KNOWN,61.9,71.9
26260-29,"동원로얄듀크",동래구,21-30,500-999,KNOWN,63.8,58.4
26260-159,"화목",동래구,31+,500-999,KNOWN,46.9,48.4
26260-148,"석천",동래구,31+,100-299,MISSING,65.6,39.9
26260-2145,"e편한세상동래명장2단지",동래구,0-10,100-299,KNOWN,64.0,66.6
26260-2000,"사직역삼정그린코아더베스트1차",동래구,0-10,300-499,KNOWN,73.6,72.2
26260-1479,"쌍용예가",동래구,11-20,100-299,KNOWN,65.6,62.4
26260-2141,"쌍용더플래티넘사직아시아드아파트",동래구,0-10,500-999,KNOWN,72.9,82.0
26260-2066,"동래삼정그린코아포레스트",동래구,0-10,500-999,KNOWN,66.0,77.9
26260-123,"로얄1",동래구,31+,<100,MISSING,54.2,28.0
26260-32,"제일아파트",동래구,31+,100-299,MISSING,66.9,42.5
26260-212,"부광캐슬",동래구,21-30,<100,KNOWN,64.8,41.4
26260-64,"부원",동래구,31+,<100,MISSING,62.3,28.6
26260-2023,"사직KCC스위첸2단지",동래구,0-10,500-999,KNOWN,59.6,75.4
26260-184,"조양",동래구,31+,300-499,KNOWN,56.5,37.8
26260-2113,"두비앙에코힐아파트",동래구,0-10,100-299,KNOWN,51.3,69.0
26260-35,"한신",동래구,21-30,300-499,KNOWN,67.0,56.4
26260-251,"세창(702-48)",동래구,31+,unknown,MISSING,52.9,13.6
26260-1992,"일성아이앤유2차",동래구,0-10,unknown,MISSING,57.3,76.0
26260-358,"금림필3차",동래구,21-30,<100,MISSING,63.3,36.9
26260-260,"위너비타",동래구,21-30,100-299,MISSING,58.7,49.3
26260-2217,"아이뷰파크",동래구,0-10,<100,MISSING,60.2,63.4
26260-1482,"사직자이",동래구,11-20,100-299,KNOWN,65.1,64.7
26260-1466,"동래SKVIEW",동래구,11-20,300-499,KNOWN,66.9,63.1
26260-13,"새동래2마동",동래구,31+,100-299,MISSING,64.4,30.3
26260-191,"동부산아이존빌",동래구,21-30,300-499,KNOWN,57.1,58.0
26260-18,"수안",동래구,31+,100-299,MISSING,56.0,31.0
26260-79,"태림맨션",동래구,31+,100-299,MISSING,56.5,30.9
26260-172,"무지개",동래구,31+,<100,MISSING,52.5,27.2
26260-2172,"동래롯데캐슬퀸",동래구,0-10,100-299,KNOWN,74.1,72.1
26260-39,"우성베스토피아",동래구,31+,500-999,KNOWN,65.0,48.3
26260-2,"금양해바라기2",동래구,31+,100-299,MISSING,67.0,37.0
26260-52,"대동타운",동래구,21-30,100-299,KNOWN,56.5,44.9
26260-1449,"안락뜨란채1단지",동래구,21-30,300-499,KNOWN,61.0,61.9
26260-70,"새온천화신동영",동래구,31+,300-499,MISSING,54.2,54.4
26260-157,"한우",동래구,31+,100-299,MISSING,51.4,36.0
26260-2086,"사직역삼정그린코아더베스트2차",동래구,0-10,100-299,KNOWN,66.0,69.2
26260-2096,"명륜동힐스테이트",동래구,0-10,300-499,KNOWN,63.5,78.6
26260-34,"중앙하이츠2",동래구,21-30,500-999,MISSING,63.1,56.4
26260-1634,"경보이리스힐",동래구,11-20,<100,MISSING,69.1,53.6
26260-2039,"동래보해이브",동래구,0-10,<100,MISSING,57.6,57.7
26260-247,"금림필2차",동래구,21-30,<100,MISSING,63.0,36.4
26260-2143,"동래효산벨뷰",동래구,0-10,<100,MISSING,70.4,62.8
26260-228,"문성하이츠빌라",동래구,21-30,<100,MISSING,41.7,33.6
26260-206,"해금리더스",동래구,21-30,<100,MISSING,59.2,36.9
26260-264,"세진베스트빌",동래구,21-30,<100,MISSING,50.3,39.1
26260-1451,"오성빌라트",동래구,21-30,<100,MISSING,60.6,37.2
26260-215,"명장유림노르웨이숲",동래구,21-30,100-299,KNOWN,58.0,54.7
26260-169,"동양맨션",동래구,31+,100-299,MISSING,51.0,37.0
26260-3646,"래미안포레스티지3단지",동래구,0-10,1000+,KNOWN,57.9,88.4
26260-127,"백산2",동래구,31+,100-299,MISSING,56.3,35.4
26260-1513,"동래센트럴파크하이츠1차",동래구,11-20,300-499,KNOWN,59.4,72.1
26260-143,"해운",동래구,31+,100-299,MISSING,46.8,34.6
26260-1774,"센텀유림노르웨이숲",동래구,11-20,100-299,KNOWN,58.6,61.0
26260-51,"대가하이츠",동래구,21-30,<100,KNOWN,61.4,45.2
26260-33,"중앙하이츠1",동래구,31+,300-499,MISSING,62.4,50.0
26260-12,"새동래1(가~라동)",동래구,31+,300-499,MISSING,65.2,42.9
26260-6,"무궁화",동래구,31+,100-299,MISSING,54.3,29.8
26260-2099,"온천동한진스카이뷰",동래구,0-10,100-299,KNOWN,54.7,67.6
26260-53,"대륙코리아나",동래구,31+,100-299,MISSING,48.2,44.9
26260-186,"협진태양",동래구,31+,100-299,MISSING,51.4,39.2
26260-45,"명륜한신",동래구,31+,100-299,MISSING,57.0,34.8
26260-132,"신동아(가)75-5",동래구,31+,unknown,MISSING,53.6,17.6
26260-314,"글로벌빌라트",동래구,21-30,unknown,MISSING,45.1,46.0
26260-263,"해피타운",동래구,21-30,unknown,MISSING,49.4,51.4
26260-2174,"한성기린(668-0)",동래구,31+,unknown,MISSING,62.4,23.2
26260-2112,"포르투나",동래구,0-10,<100,MISSING,62.3,61.1
26260-44,"청마",동래구,31+,<100,MISSING,55.5,26.8
26260-1788,"센텀빌",동래구,11-20,<100,MISSING,69.9,46.8
26260-67,"삼우맨션",동래구,31+,<100,MISSING,59.0,21.5
26260-1452,"르 메이에르 동래타운",동래구,21-30,100-299,MISSING,58.2,56.6
26260-208,"성완아이렉스",동래구,21-30,100-299,MISSING,55.5,50.1
26260-203,"금광타워빌",동래구,21-30,<100,MISSING,51.6,41.2
26260-77,"원타워",동래구,31+,<100,MISSING,61.2,35.3
26260-181,"영산무지개타운",동래구,31+,100-299,MISSING,52.9,43.2
26260-285,"경보이리스힐",동래구,21-30,100-299,KNOWN,53.9,50.9
26260-84,"화인",동래구,31+,100-299,MISSING,41.1,38.5
26260-280,"선경시티빌",동래구,21-30,<100,MISSING,54.6,29.6
26260-136,"유원",동래구,31+,100-299,MISSING,35.6,44.6
26260-221,"태성맨션",동래구,31+,<100,MISSING,57.2,23.6
26260-194,"춘당탑스빌",동래구,21-30,<100,MISSING,59.0,35.3
26260-1986,"더팰리스",동래구,0-10,unknown,MISSING,72.1,76.0
26260-308,"협성",동래구,31+,unknown,MISSING,58.8,16.0
26260-63,"반도",동래구,31+,unknown,MISSING,39.7,18.4
26260-1790,"초원스마트빌",동래구,11-20,<100,MISSING,53.5,46.4
26260-1464,"엘리유리안",동래구,11-20,<100,MISSING,67.9,44.7
26260-371,"성완세띠앙",동래구,21-30,100-299,MISSING,67.4,51.1
26260-278,"일화그린빌라",동래구,31+,<100,MISSING,37.0,25.5
26260-286,"지영아이니드빌",동래구,21-30,<100,MISSING,65.2,42.0
26260-171,"명장제일",동래구,31+,<100,MISSING,48.5,23.1
26260-131,"신공영",동래구,31+,<100,MISSING,50.0,22.8
26260-2124,"지성캐슬",동래구,0-10,<100,MISSING,69.2,56.8
26260-244,"명륜동위너비타",동래구,21-30,<100,MISSING,66.6,46.1
26260-27,"광림",동래구,31+,<100,MISSING,56.5,28.5
26260-111,"아림베르빌",동래구,21-30,<100,MISSING,63.3,37.4
26260-1947,"트레비앙",동래구,0-10,<100,MISSING,59.0,54.0
26260-133,"신사직",동래구,31+,100-299,MISSING,51.7,30.7
26260-126,"백산1",동래구,31+,<100,MISSING,58.0,27.7
26260-1930,"수안동미소지음아파트",동래구,11-20,<100,KNOWN,65.7,58.4
26260-41,"덕산",동래구,31+,<100,MISSING,60.3,28.8
26260-7,"반도보라",동래구,31+,100-299,MISSING,59.4,35.8
26260-164,"국제파크",동래구,21-30,100-299,MISSING,57.9,49.2
26260-40,"동래복천현대",동래구,21-30,300-499,MISSING,54.9,52.9
26260-146,"도시안락",동래구,31+,<100,MISSING,47.4,23.1
26260-121,"동원빌라",동래구,31+,<100,MISSING,61.2,27.4
26260-37,"한신2",동래구,31+,100-299,MISSING,57.8,31.8
26260-54,"동남온천맨션",동래구,31+,100-299,MISSING,55.9,30.9
26260-36,"한신1",동래구,31+,100-299,MISSING,65.1,32.3
26260-141,"태양연립",동래구,31+,unknown,MISSING,54.3,14.4
26260-1802,"근창펠리체",동래구,11-20,<100,MISSING,67.3,48.1
26260-19,"수안동신맨션",동래구,31+,<100,MISSING,51.1,21.7
26260-198,"듀오빌",동래구,21-30,<100,MISSING,63.7,36.3
26260-1868,"홍림그린피아2차",동래구,11-20,<100,MISSING,66.8,52.7
26260-1982,"오름파크",동래구,0-10,<100,MISSING,64.8,53.1
26260-2060,"동래센트리움아파트",동래구,0-10,<100,MISSING,65.9,54.4
26260-224,"대신탑스빌",동래구,21-30,<100,MISSING,62.6,36.4
26260-303,"사직리첸스빌",동래구,21-30,<100,MISSING,61.8,39.4
26260-1939,"광명캐슬",동래구,11-20,<100,MISSING,61.4,48.4
26260-97,"신보빌라",동래구,21-30,<100,MISSING,45.1,35.5
26260-299,"미소마을",동래구,21-30,<100,MISSING,61.3,35.6
26260-268,"효림시티빌",동래구,21-30,<100,MISSING,57.3,36.1
26260-178,"새천년",동래구,21-30,<100,MISSING,51.4,43.8
26260-185,"한신",동래구,31+,<100,MISSING,47.9,31.0
26260-179,"아림파크맨션",동래구,31+,100-299,MISSING,51.0,36.2
26260-1493,"동래SKVIEW2차",동래구,11-20,100-299,KNOWN,68.7,63.3
26260-167,"동남타워",동래구,31+,100-299,MISSING,46.7,38.6
26260-83,"온천화신아파트",동래구,31+,100-299,KNOWN,45.5,37.6
26260-356,"동호",동래구,31+,<100,MISSING,48.0,22.2
26260-294,"유성빌라",동래구,31+,unknown,MISSING,59.5,28.0
26260-1783,"허브센티움Ⅱ",동래구,11-20,unknown,MISSING,72.2,69.4
26260-2444,"래미안포레스티지",동래구,0-10,unknown,MISSING,58.7,93.0
26260-1854,"더리체",동래구,11-20,<100,MISSING,66.8,49.2
26260-182,"영화맨션",동래구,31+,<100,MISSING,45.8,23.2
26260-1955,"휴림아르페",동래구,0-10,<100,MISSING,69.4,53.4
26260-211,"동보스카이힐",동래구,21-30,<100,MISSING,62.3,43.0
26260-1785,"용진스타티스",동래구,11-20,<100,MISSING,54.6,52.5
26260-147,"삼성",동래구,31+,<100,MISSING,48.3,18.3
26260-1923,"골드리버",동래구,11-20,<100,MISSING,61.1,50.1
26260-243,"한우리아트빌",동래구,21-30,<100,MISSING,61.7,34.7
26260-1906,"남영아트펠리체",동래구,11-20,<100,MISSING,58.9,50.1
26260-80,"온천프라자",동래구,21-30,100-299,MISSING,58.4,42.5
26260-1717,"초원시티빌",동래구,11-20,<100,MISSING,51.2,45.8
26260-144,"대성하이빌",동래구,21-30,<100,MISSING,58.1,34.7
26260-82,"현대빌라",동래구,31+,<100,MISSING,44.2,25.0
26260-1708,"태경에버리치",동래구,11-20,<100,MISSING,67.0,46.9
26260-2050,"우석쉐르빌",동래구,0-10,<100,MISSING,65.2,57.8
26260-369,"삼정그린빌라",동래구,21-30,<100,MISSING,62.1,33.4
26260-156,"한성기린",동래구,31+,100-299,KNOWN,61.5,30.6
26260-145,"남흥",동래구,31+,100-299,MISSING,51.3,36.8
26260-233,"동래하이츠빌라",동래구,21-30,unknown,MISSING,62.9,46.0
26260-22,"장미",동래구,31+,<100,MISSING,56.7,24.0
26260-4,"대토",동래구,31+,<100,MISSING,43.5,21.4
26260-1858,"일성아이앤유",동래구,11-20,unknown,MISSING,57.5,71.6
26380-242,"몰운대",사하구,21-30,500-999,MISSING,66.1,59.5
26380-2038,"괴정신동아파밀리에",사하구,0-10,100-299,KNOWN,60.7,66.1
26260-276,"세종빌에이동",동래구,21-30,unknown,MISSING,50.1,51.4
26260-297,"제세하이빌(48-7)",동래구,21-30,unknown,MISSING,58.6,46.0
26260-9,"삼경맨션",동래구,31+,unknown,MISSING,49.8,16.8
26260-2031,"시티하임3차",동래구,0-10,unknown,MISSING,74.8,78.4
26260-1654,"시티하임",동래구,11-20,unknown,MISSING,65.4,67.2
26260-88,"태건빌리지",동래구,21-30,<100,MISSING,50.6,34.3
26380-266,"동일",사하구,31+,100-299,MISSING,36.0,35.2
26380-208,"강남",사하구,31+,300-499,KNOWN,40.2,45.7
26380-349,"동원로얄듀크",사하구,21-30,1000+,KNOWN,41.0,69.1
26380-1939,"e편한세상사하",사하구,0-10,1000+,KNOWN,40.5,77.7
26380-3007,"두산위브더제니스센트럴사하",사하구,0-10,1000+,KNOWN,60.1,89.7
26380-239,"다송",사하구,31+,500-999,MISSING,55.4,55.3
26380-1617,"다대동롯데캐슬몰운대",사하구,11-20,1000+,KNOWN,61.5,75.3
26380-210,"국제마마",사하구,31+,100-299,MISSING,31.4,47.8
26380-1854,"다대롯데캐슬블루",사하구,11-20,1000+,KNOWN,67.6,80.0
26380-1612,"협성르네상스",사하구,11-20,500-999,KNOWN,64.0,67.6
26380-2084,"힐스테이트사하역",사하구,0-10,1000+,KNOWN,68.2,86.9
26380-1952,"당리경보이리스힐",사하구,0-10,100-299,KNOWN,46.5,69.5
26380-255,"다대포현대",사하구,31+,1000+,MISSING,58.4,61.0
26380-243,"삼환",사하구,21-30,1000+,MISSING,60.3,63.2
26380-254,"다대해송",사하구,31+,500-999,MISSING,58.5,52.6
26380-261,"감천유림1차",사하구,21-30,300-499,MISSING,43.4,56.7
26380-238,"다대푸른",사하구,21-30,500-999,MISSING,62.9,58.3
26380-202,"신익강변타운",사하구,31+,500-999,MISSING,55.6,57.2
26380-2069,"사하코오롱하늘채",사하구,0-10,500-999,KNOWN,52.1,83.5
26380-1637,"부영벽산블루밍",사하구,11-20,100-299,KNOWN,59.8,63.7
26380-27,"삼익",사하구,31+,100-299,MISSING,61.5,31.1
26380-1584,"동원베네스트2차",사하구,11-20,300-499,KNOWN,30.5,66.7
26380-213,"장림3차동원",사하구,21-30,300-499,KNOWN,66.5,53.5
26380-345,"영동힐타운",사하구,21-30,100-299,KNOWN,29.9,49.7
26380-1689,"신평협성엠파이어",사하구,11-20,100-299,KNOWN,46.0,63.3
26380-296,"수호천사",사하구,21-30,<100,KNOWN,44.6,45.6
26380-128,"가락타운1",사하구,31+,1000+,MISSING,58.4,59.5
26380-204,"한솔베스파트",사하구,21-30,100-299,KNOWN,54.8,52.3
26380-105,"당리에덴동산타운",사하구,31+,100-299,MISSING,53.4,42.3
26380-47,"우신타워아파트",사하구,31+,100-299,MISSING,40.8,42.5
26380-1795,"부산구평동한신휴플러스",사하구,11-20,300-499,KNOWN,45.2,68.3
26380-334,"하단동에스케이뷰",사하구,21-30,1000+,KNOWN,42.3,68.2
26380-2082,"괴정한신더휴",사하구,0-10,500-999,KNOWN,66.2,83.5
26380-1947,"사하뷰웰",사하구,0-10,500-999,KNOWN,58.7,77.4
26380-216,"장림로얄베스토피아",사하구,31+,100-299,KNOWN,59.1,39.2
26380-91,"벽산으뜸",사하구,31+,100-299,MISSING,55.0,46.0
26380-14,"동아파크",사하구,31+,100-299,MISSING,44.9,38.1
26380-1733,"다대푸르지오",사하구,11-20,500-999,KNOWN,58.8,77.4
26380-2053,"사하역비스타동원",사하구,0-10,500-999,KNOWN,76.0,81.2
26380-120,"혜성",사하구,21-30,300-499,MISSING,41.0,54.3
26380-205,"한신",사하구,31+,500-999,MISSING,49.3,58.1
26380-234,"국제그린",사하구,31+,500-999,MISSING,57.8,60.5
26380-1610,"극동스타클래스",사하구,11-20,300-499,KNOWN,67.9,63.8
26380-350,"당리동1차동원베네스트",사하구,21-30,300-499,KNOWN,30.0,63.1
26380-206,"현대",사하구,31+,500-999,MISSING,49.1,59.5
26380-318,"영동힐타운",사하구,21-30,<100,MISSING,56.6,39.1
26380-1941,"신평삼한사랑채",사하구,0-10,100-299,KNOWN,47.3,69.2
26380-259,"구평화신",사하구,31+,unknown,MISSING,34.3,31.6
26380-1975,"e편한세상사하2차",사하구,0-10,500-999,KNOWN,44.1,78.9
26380-338,"신세대지큐빌",사하구,21-30,500-999,KNOWN,51.3,62.1
26380-317,"대호세화",사하구,31+,100-299,MISSING,54.6,32.6
26380-280,"부영벽산파라빌",사하구,21-30,500-999,KNOWN,56.5,62.0
26380-218,"장림삼경아파트",사하구,31+,100-299,MISSING,42.8,48.2
26380-265,"남성한빛가든",사하구,31+,300-499,KNOWN,40.7,47.5
26380-103,"당리신익",사하구,31+,300-499,MISSING,59.5,47.7
26380-51,"괴정자유3",사하구,21-30,100-299,MISSING,53.7,52.0
26380-258,"구평1차자유",사하구,21-30,500-999,KNOWN,40.8,58.9
26380-1857,"괴정 K스타파크",사하구,11-20,100-299,KNOWN,66.0,65.6
26380-50,"자유",사하구,31+,300-499,MISSING,61.3,40.9
26380-245,"성원",사하구,21-30,500-999,KNOWN,62.9,63.7
26380-1608,"괴정경동메르빌",사하구,11-20,100-299,KNOWN,40.3,53.7
26380-15,"괴정동원",사하구,31+,100-299,MISSING,51.2,30.8
26380-178,"한신혜성",사하구,21-30,500-999,MISSING,60.4,56.8
26380-200,"신평삼익아파트",사하구,31+,300-499,MISSING,49.3,45.0
26380-1917,"괴정협성휴포레아파트",사하구,0-10,100-299,KNOWN,66.6,74.2
26380-1977,"장림역사하베스티움",사하구,0-10,100-299,KNOWN,72.5,69.7
26380-323,"청호2차",사하구,21-30,<100,MISSING,71.2,40.5
26380-287,"리치하우스",사하구,21-30,<100,MISSING,67.7,45.5
26380-215,"동해",사하구,31+,<100,MISSING,58.3,24.0
26380-269,"삼정동백",사하구,31+,<100,MISSING,43.7,21.9
26380-268,"감천백산",사하구,31+,100-299,MISSING,44.0,46.9
26380-1961,"헤를리치",사하구,0-10,<100,MISSING,45.6,54.7
26380-214,"동원타워",사하구,31+,100-299,MISSING,52.5,44.7
26380-207,"원우",사하구,21-30,100-299,KNOWN,58.2,54.1
26380-248,"자유",사하구,31+,500-999,MISSING,51.3,58.5
26380-2041,"장림역베스티움2차",사하구,0-10,100-299,KNOWN,66.6,74.5
26380-283,"신평한성임호",사하구,31+,300-499,MISSING,51.0,53.4
26380-94,"삼성타워맨션",사하구,31+,100-299,MISSING,44.5,42.5
26380-233,"경동메르빌아파트",사하구,21-30,100-299,KNOWN,42.8,51.5
26380-230,"현대타워",사하구,31+,100-299,MISSING,59.7,39.0
26380-253,"다대코오롱맨션",사하구,31+,500-999,MISSING,60.9,49.3
26380-18,"동진그린힐",사하구,31+,100-299,MISSING,54.9,46.2
26380-229,"장림현대(372-4)",사하구,31+,500-999,MISSING,63.5,53.7
26380-260,"감천단지",사하구,31+,100-299,MISSING,47.3,36.6
26380-135,"공작",사하구,31+,100-299,MISSING,41.2,31.1
26380-1580,"장림윌더하임",사하구,21-30,300-499,KNOWN,57.9,60.6
26380-166,"하단청구",사하구,21-30,300-499,KNOWN,51.1,56.2
26380-2013,"리버팰리스",사하구,0-10,unknown,MISSING,67.7,83.2
26380-274,"감천유림2차",사하구,21-30,300-499,KNOWN,39.3,59.0
26380-83,"괴정신동화",사하구,21-30,unknown,MISSING,56.7,37.0
26380-1776,"당리푸르지오",사하구,11-20,500-999,KNOWN,67.8,74.8
26380-108,"우림그린맨션",사하구,31+,100-299,MISSING,38.5,41.8
26380-111,"일원파크맨션",사하구,31+,<100,MISSING,43.1,31.9
26380-2003,"하단지음주상복합",사하구,0-10,unknown,MISSING,70.5,83.2
26380-307,"새보람더존빌",사하구,21-30,<100,MISSING,64.9,47.9
26380-224,"장림",사하구,31+,<100,MISSING,43.9,22.1
26380-141,"하단대진",사하구,31+,100-299,MISSING,58.5,38.3
26380-346,"신한",사하구,31+,<100,MISSING,29.6,29.9
26380-277,"해태",사하구,21-30,100-299,KNOWN,35.2,54.3
26380-250,"조성하이츠",사하구,31+,100-299,MISSING,62.9,41.8
26380-84,"당리삼창",사하구,21-30,100-299,KNOWN,69.9,50.6
26380-199,"신평럭키무지개타운",사하구,31+,300-499,MISSING,50.8,48.5
26380-121,"호성빌라맨션",사하구,31+,<100,MISSING,54.8,33.8
26380-219,"삼경제일",사하구,31+,100-299,MISSING,41.9,41.7
26380-38,"신괴정화신아파트",사하구,31+,100-299,MISSING,51.6,44.2
26380-237,"다대다해",사하구,31+,300-499,MISSING,59.7,44.4
26380-52,"장미",사하구,31+,<100,MISSING,43.6,26.6
26380-221,"장림신도",사하구,31+,100-299,MISSING,43.7,39.1
26380-1922,"괴정동천아하늘정원2차",사하구,0-10,<100,KNOWN,67.7,60.1
26380-22,"벽산하이츠타운",사하구,31+,100-299,MISSING,50.5,50.1
26380-244,"삼환2",사하구,21-30,100-299,KNOWN,55.3,52.7
26380-2115,"사하삼정그린코아더시티",사하구,0-10,100-299,KNOWN,70.6,76.7
26380-176,"하단삼창",사하구,21-30,100-299,KNOWN,61.6,49.3
