id,aptSeq,mgmBldrgstPk,name,normalizedName,sido,sigungu,sggCd,umdName,umdCd,jibun,roadAddress,jibunAddress,latitude,longitude,geocodeQuality,buildYear,useApprovalDate,mainBuildingCount,totalHouseholds,parkingCount,createdAt,updatedAt
2039,26140-45,,대윤스위트,대윤스위트,부산,서구,26140,서대신동3가,10600,409,,,35.11219320425641,129.0154040565475,normalized,2001,,,,,2026-08-13T07:48:38.050Z,2026-08-13T12:23:56.056Z
1963,26140-5,,삼익,삼익,부산,서구,26140,동대신동2가,10200,313,,,35.11192087819401,129.0190954074641,normalized,1976,,,,,2026-08-13T07:44:23.918Z,2026-08-13T12:23:54.799Z
2020,26140-52,,화인,화인,부산,서구,26140,서대신동3가,10600,35-1,,,35.11964706901881,129.0116479873329,normalized,1992,,,,,2026-08-13T07:47:25.516Z,2026-08-13T12:23:55.727Z
2038,26140-55,,대근아트,대근아트,부산,서구,26140,부용동1가,10700,12-6,,,35.10703518809032,129.021012395924,normalized,2000,,,,,2026-08-13T07:48:34.841Z,2026-08-13T12:23:56.027Z
1989,26140-56,,청산,청산,부산,서구,26140,부용동1가,10700,12-3,,,35.10720829896897,129.0211153679611,normalized,1976,,,,,2026-08-13T07:45:47.548Z,2026-08-13T12:23:55.225Z
2033,26140-62,,수근에이스타운,수근에이스타운,부산,서구,26140,토성동1가,11200,5-1,,,35.10047788771702,129.0230852345843,normalized,2002,,,,,2026-08-13T07:48:25.895Z,2026-08-13T12:23:55.927Z
7,26140-63,,문화,문화,부산,서구,26140,토성동2가,11300,7-4,,,35.1012855049222,129.021995484792,normalized,1974,,,,,2026-08-13T03:36:45.214Z,2026-08-13T12:23:53.800Z
2035,26140-64,,중보빌라,중보빌라,부산,서구,26140,토성동3가,11400,13-2,,,35.10563600106592,129.0260112836706,normalized,2002,,,,,2026-08-13T07:48:30.658Z,2026-08-13T12:23:55.970Z
1981,26140-66,,남부,남부,부산,서구,26140,아미동2가,11600,41-1,,,35.10103841810451,129.0171382464251,normalized,1976,,,,,2026-08-13T07:45:06.400Z,2026-08-13T12:23:55.110Z
2010,26140-68,,아미맨션,아미맨션,부산,서구,26140,아미동2가,11600,261-126,,,35.10435000715421,129.0109166321492,normalized,1995,,,,,2026-08-13T07:46:55.131Z,2026-08-13T12:23:56.877Z
1983,26140-69,,아미전원빌라,아미전원빌라,부산,서구,26140,아미동2가,11600,261-128,,,35.1046914040069,129.010762723491,normalized,1998,,,,,2026-08-13T07:45:19.484Z,2026-08-13T12:23:55.146Z
1977,26140-74,,대진타워맨션,대진타워맨션,부산,서구,26140,남부민동,12300,653,,,35.08716047664252,129.0240455215041,normalized,1985,,,,,2026-08-13T07:44:50.042Z,2026-08-13T12:23:55.009Z
13,26140-77,,문화,문화,부산,서구,26140,남부민동,12300,30-1,,,35.09214500657307,129.0210143006514,normalized,1975,,,,,2026-08-13T03:36:46.073Z,2026-08-13T12:23:53.903Z
2040,26140-81,,신흥동백빌라,신흥동백빌라,부산,서구,26140,남부민동,12300,23-29,,,35.09288114559964,129.0208055075619,normalized,1989,,,,,2026-08-13T07:48:38.119Z,2026-08-13T12:23:56.073Z
1941,26140-82,,LG마린타워,LG마린타워,부산,서구,26140,남부민동,12300,654,,,35.08667396795418,129.0240378831172,normalized,1999,,,,,2026-08-13T07:43:25.186Z,2026-08-13T12:23:54.485Z
2002,26140-87,,현대타운,현대타운,부산,서구,26140,남부민동,12300,685,,,35.09261970978319,129.0244293542984,normalized,1999,,,,,2026-08-13T07:46:33.084Z,2026-08-13T12:23:55.437Z
2021,26140-9,,카멜롯,카멜롯,부산,서구,26140,동대신동2가,10200,182-1,,,35.1125568481114,129.021813379636,normalized,2002,,,,,2026-08-13T07:47:32.363Z,2026-08-13T12:23:55.746Z
2008,26140-90,,고려빌라맨션,고려빌라맨션,부산,서구,26140,암남동,12400,350-1,,,35.07791266327141,129.0170115629934,normalized,1985,,,,,2026-08-13T07:46:52.144Z,2026-08-13T12:23:55.529Z
14,26140-913,,보람,보람,부산,서구,26140,서대신동2가,10500,270,,,35.10958247709883,129.0140500747458,normalized,2005,,,,,2026-08-13T03:36:46.203Z,2026-08-13T12:23:53.935Z
15,26140-917,,해오름,해오름,부산,서구,26140,토성동5가,11800,34-3,,,35.09691340623276,129.0221868365261,normalized,2006,,,,,2026-08-13T03:36:46.326Z,2026-08-13T12:23:53.957Z
2005,26140-92,,금강송도타운,금강송도타운,부산,서구,26140,암남동,12400,13-4,,,35.08156579819164,129.0121462839908,normalized,1990,,,,,2026-08-13T07:46:37.408Z,2026-08-13T12:23:55.474Z
1947,26140-920,,송도봄여름가을겨울,송도봄여름가을겨울,부산,서구,26140,암남동,12400,201-1,,,35.0786483708068,129.0204543600211,normalized,2006,,,,,2026-08-13T07:43:34.195Z,2026-08-13T12:23:54.556Z
1975,26140-952,,허브센티움,허브센티움,부산,서구,26140,부민동1가,10900,32-6,,,35.10209524168226,129.0201293990724,normalized,2008,,,,,2026-08-13T07:44:47.034Z,2026-08-13T12:23:54.974Z
2029,26140-979,,리치W도시형생활주택,리치W도시형생활주택,부산,서구,26140,서대신동1가,10400,33-3,,,35.10787521955343,129.0188957883304,normalized,2010,,,,,2026-08-13T07:48:21.168Z,2026-08-13T12:23:55.860Z
1949,26140-99,,송도삼정비치맨션,송도삼정비치맨션,부산,서구,26140,암남동,12400,206-1,,,35.07829924679348,129.0199897119332,normalized,1988,,,,,2026-08-13T07:43:37.213Z,2026-08-13T12:23:54.593Z
1347,26170-10,,화신1,화신1,부산,동구,26170,초량동,10100,865-166,,,35.11809470548933,129.0321480721758,normalized,1986,,,,,2026-08-13T06:44:38.428Z,2026-08-13T06:44:38.428Z
1354,26170-14,,동성아트빌,동성아트빌,부산,동구,26170,초량동,10100,424-3,,,35.11695253136789,129.0378052995057,normalized,2002,,,,,2026-08-13T06:45:19.407Z,2026-08-13T06:45:19.407Z
